numFWTs	"cpu" "gpu shfl + memcpy"	"gpu shfl"  "gpu GM" "gpu SM"
1	    0.007	0.4015	0.504   0.009   0.007
10	    0.0535	0.3825	0.3865  0.0095  0.0075
100	    0.493	0.3905	0.3845  0.0105  0.008
1000	5.2105	0.44	0.3745  0.0245  0.017
10000	50.2475	0.8385	0.471   0.174   0.0965
100000	507.31	5.402	1.2485  1.6345  0.925
1000000	5053.5	39.341	9.1315  16.344  8.487 
